"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"入籍 いい 日","3","3","720","19","0.05","https://zexy.net/article/app002211004/","64","0","3.00","0.1","107","[100,100,100,82,82,82,100,82,100,82,82,82]","2026-07-31","Sitelinks, Video, Short videos, People also ask","informational","Organic"
"婚約 指輪 どこで 買う","9","9","720","15","1.85","https://zexy.net/mar/manual/ring_info/article_144.html","18","0","33.00","0.94","50","[82,82,82,82,82,82,100,67,82,67,67,82]","2026-07-24","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"婚約 指輪 どこで 買う","1","1","720","15","1.85","https://zexy.net/mar/manual/ring_info/marriage_kiso_article5.html","338","0.01","625.00","0.94","50","[82,82,82,82,82,82,100,67,82,67,67,82]","2026-07-24","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"パール イヤリング 結婚 式","6","6","720","12","0.13","https://zexy.net/article/app000101627/","21","0","2.00","1","146","[59,88,100,88,88,59,72,88,88,72,72,59]","2026-07-24","Sitelinks, AI overview, Image, Short videos, People also ask, Feature_34","commercial","Organic"
"恋愛 年 の 差","1","1","720","27","0.00","https://zexy.net/contents/lovenews/article.php?d=20230110","93","0","0.00","0.01","137","[100,100,82,82,82,82,67,67,67,82,67,67]","2026-07-12","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"性 的 魅力 と は","9","9","720","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20250318","18","0","0.00","0.33","20","[100,88,88,88,72,88,72,59,59,59,59,59]","2026-07-21","Sitelinks, AI overview, Video, People also ask","informational","Organic"
"キャメロット ヒルズ 大宮","5","5","720","27","0.87","https://zexy.net/wedding/c_7770036548/","7","0","6.00","0.37","135","[30,30,37,45,45,55,45,68,77,77,68,100]","2026-07-02","Image, Image pack, Short videos, People also ask, Knowledge panel, Ads middle, Twitter","navigational","Organic"
"2025年 最強開運日 入籍 ランキング","4","4","720","17","0.21","https://zexy.net/article/app002211004/","36","0","7.00","0.04","105","[24,3,24,13,37,45,45,55,55,81,81,100]","2026-08-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"妊娠 報告 両親","5","5","720","19","0.00","https://zexybaby.zexy.net/","28","0","0.00","0.03","123","[88,88,100,88,88,72,72,59,59,59,72,59]","2026-07-15","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"カルティエ バレリーナ 婚約指輪","3","3","720","35","0.00","https://zexy.net/ring/brand_c/cartier/engage/112","12","0","0.00","0.38","132","[72,100,88,72,59,72,100,72,48,59,32,39]","2026-08-03","Sitelinks, Short videos, People also ask, Twitter, Feature_34","commercial","Organic"
"指輪 ブランド 人気 40 代","8","8","720","17","0.39","https://zexy.net/article/app002510017/","18","0","7.00","1","164","[72,59,72,72,72,72,100,72,59,59,48,59]","2026-07-06","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"白金台 八 芳 園","5","5","720","53","0.84","https://zexy.net/wedding/c_7770003009/mapTel/","4","0","3.00","0.04","112","[25,37,45,68,100,68,68,68,77,55,68,55]","2026-08-10","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Related searches, Twitter","navigational","Organic"
"顔合わせ の 服装","4","4","720","21","0.04","https://zexy.net/article/app002109043/","36","0","1.00","0.99","176","[72,88,100,72,48,100,88,88,88,72,59,72]","2026-08-03","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"祝儀 袋 連名 書き方","2","2","720","21","0.00","https://zexy.net/mar/manual/guest_gosyugi/chapter6.html","50","0","0.00","0.33","98","[48,48,59,88,72,72,59,88,100,88,88,59]","2026-07-26","Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"上司 結婚 報告","3","3","720","18","0.05","https://zexy.net/article/app002112008/","28","0","1.00","0.06","20","[82,82,82,82,67,100,82,82,82,82,82,82]","2026-07-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"save the date 意味","3","3","720","20","0.00","https://zexy.net/article/app000101151/","28","0","0.00","0.33","107","[82,82,82,82,82,100,67,67,67,82,67,67]","2026-07-02","AI overview, Instant answer, Video, Short videos, People also ask","informational","Organic"
"蜂 の 夢 宝くじ","5","3","720","14","0.00","https://zexy.net/contents/lovenews/article.php?d=20260204","28","0","0.00","0.33","93","[82,100,82,100,82,82,67,44,55,67,82,67]","2026-08-19","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"結納 金 なし","7","7","720","18","0.04","https://zexy.net/article/app002012044/","21","0","0.00","0.02","174","[82,67,100,82,82,82,67,100,67,67,55,67]","2026-07-13","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"婚約 指輪 と 結婚 指輪 重ね 付け","3","3","720","10","0.85","https://zexy.net/article/app002104017/","36","0","30.00","0.59","135","[88,88,72,39,88,100,88,59,59,88,72,48]","2026-08-10","Sitelinks, AI overview, Video, Short videos, People also ask, Related searches","informational","Organic"
"ショート お呼ばれ ヘア","9","9","720","18","0.00","https://zexy.net/mar/manual/guest_hairstyle/styling_short.html","21","0","0.00","0.33","133","[82,100,67,67,67,100,100,82,55,55,55,67]","2026-07-27","Sitelinks, Image, Image pack, Video, Short videos","informational","Organic"
"夫婦 ラブラブ","2","2","720","28","0.00","https://zexy.net/article/app002504024/","50","0","0.00","0.33","133","[88,100,88,88,88,72,88,59,72,72,72,59]","2026-07-28","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"イリスウォーターテラスあやめ池","9","9","720","39","0.86","https://zexy.net/wedding/c_7770014941/kuchikomi/","1","0","0.00","0.08","146","[37,37,55,68,55,68,37,55,55,68,55,100]","2026-06-27","Sitelinks, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"薔薇 紫 花 言葉","2","2","720","15","0.00","https://zexy.net/contents/lovenews/article.php?d=20231011","50","0","0.00","0","95","[72,72,72,72,72,72,88,100,72,100,88,59]","2026-08-13","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"のし ご 挨拶","2","2","720","21","0.00","https://zexy.net/article/app002504005/","50","0","0.00","0.36","118","[88,88,72,72,72,100,72,59,100,88,72,72]","2026-07-31","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"別れ 言葉","8","8","720","26","0.00","https://zexy.net/contents/lovenews/article.php?d=20201222","21","0","0.00","0","67","[82,82,67,82,82,82,100,100,82,100,82,82]","2026-07-23","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"セン ティール ラセゾン 中島 公園","9","9","720","18","0.94","https://zexy.net/wedding/c_7770015659/","6","0","5.00","0.26","103","[82,100,100,100,82,55,82,67,82,82,82,100]","2026-07-20","Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ジャポ ナイズ リサージュ","5","5","720","25","0.72","https://zexy.net/wedding/c_7770045985/mapTel/","7","0","5.00","0.09","170","[82,67,67,67,67,100,82,67,82,67,82,67]","2026-08-17","Sitelinks, Image, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ブライダル エステ 大阪","2","2","720","33","0.84","https://zexy.net/esthe/osaka/","18","0","15.00","0.71","109","[100,100,72,72,72,59,48,72,72,72,59,59]","2026-07-08","Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"後厄年にやってはいけない事","8","8","720","33","0.00","https://zexy.net/contents/lovenews/article.php?d=20240516","21","0","0.00","0","95","[68,38,25,25,21,25,17,21,21,21,100,68]","2026-07-28","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"旦那 の 小遣い","8","8","720","21","0.00","https://zexy.net/article/app000002511/","21","0","0.00","0.33","110","[100,82,82,82,67,67,82,82,67,82,67,82]","2026-07-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 指輪 折半","1","1","720","16","0.27","https://zexy.net/mar/manual/ring_info/article_161.html","93","0","25.00","0.11","168","[67,67,67,82,82,82,100,82,82,82,100,100]","2026-07-22","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"義理 妹","5","5","720","28","0.00","https://zexy.net/article/app000001994/","28","0","0.00","0.33","130","[100,100,82,82,82,82,100,82,82,82,82,82]","2026-07-29","Sitelinks, AI overview, People also ask","informational","Organic"
"親族 紹介 例文","2","2","720","20","0.02","https://zexy.net/article/app000001196/","64","0","1.00","0.05","114","[37,37,45,81,100,55,30,37,37,24,30,45]","2026-07-17","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"夢 占い 黒 猫","3","3","720","17","0.00","https://zexy.net/contents/lovenews/article.php?d=20241010","36","0","0.00","0","99","[67,82,82,82,82,100,82,82,67,82,67,67]","2026-08-02","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"おみくじ ランキング","2","2","720","29","0.00","https://zexy.net/contents/lovenews/article.php?d=20240515","50","0","0.00","0.33","105","[4,5,5,5,5,30,100,7,9,7,7,5]","2026-08-04","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"盛岡 結婚 式場","3","3","720","36","0.90","https://zexy.net/wedding/iwate/sa_0089/","36","0","32.00","0.42","115","[82,82,82,100,82,67,82,82,67,82,82,67]","2026-07-23","Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"最高 の 1 日","10","10","720","21","0.45","https://zexy.net/wedding/c_7770033944/kuchikomi/","5","0","2.00","0.04","117","[7,6,7,7,6,38,46,46,53,100,53,46]","2026-08-11","Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"ウェディング ドレス 水色","3","3","720","20","0.30","https://zexy.net/article/app000101118/","64","0","19.00","0.45","261","[100,100,100,100,82,82,82,82,82,82,82,100]","2026-07-30","Sitelinks, Image, Image pack, Video, Short videos, People also ask","commercial","Organic"
"背中 が 空い た ドレス","3","3","720","17","0.27","https://zexy.net/article/app001912037/","36","0","9.00","0.89","156","[72,59,59,59,59,59,88,72,72,88,100,100]","2026-08-12","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"結婚 式 挨拶 親族","7","7","720","20","0.03","https://zexy.net/contents/oya/kiso/shaji.html","21","0","0.00","0.02","124","[72,48,59,88,100,88,59,48,59,59,59,72]","2026-07-11","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"好き な 人 と の 会話","3","3","720","19","0.00","https://zexy.net/contents/lovenews/article.php?d=20240918","36","0","0.00","0.33","126","[100,72,88,88,88,72,59,59,59,72,88,72]","2026-07-23","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"金 封 金額 書き方","2","2","720","23","0.00","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","50","0","0.00","0.33","119","[48,72,59,72,72,72,72,59,100,72,72,59]","2026-08-09","Sitelinks, AI overview, Image, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"東京 大 神宮 結婚 式","10","10","720","26","1.05","https://zexy.net/wedding/c_7770022792/","5","0","5.00","0.43","75","[72,59,72,72,59,72,72,100,72,88,72,88]","2026-07-15","Sitelinks, Image pack, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"マタニティ ウエディング ドレス","4","4","720","15","0.32","https://zexy.net/article/app002206028/","50","0","16.00","0.95","189","[100,100,100,100,82,67,100,82,82,82,82,100]","2026-07-22","Sitelinks, Image, Video, Short videos, People also ask, Feature_34","informational","Organic"
"セミロング ヘア アレンジ 結婚 式","3","3","720","19","0.00","https://zexy.net/mar/manual/guest_hairstyle/","64","0","0.00","0.06","132","[67,67,67,82,100,100,55,67,82,82,67,82]","2026-06-29","Sitelinks, Image, Video, Video Carousel, Short videos","informational","Organic"
"結婚 式 ネイル 花嫁","2","2","720","16","0.00","https://zexy.net/article/app002211002/","93","0","0.00","0.68","185","[67,67,82,100,100,82,55,67,82,82,67,67]","2026-07-18","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"地雷 意味","10","10","720","37","0.00","https://zexy.net/contents/lovenews/article.php?d=20240723","6","0","0.00","0.33","115","[88,88,72,72,72,88,100,72,72,59,59,48]","2026-07-28","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"運命 の 人 に 出会う 前兆","1","1","720","17","0.24","https://zexy.net/contents/lovenews/article.php?d=20250715","93","0","22.00","0.01","112","[100,100,100,100,100,100,82,82,82,82,82,82]","2026-07-27","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"顔合わせ スーツ","2","2","720","19","0.56","https://zexy.net/article/app002012018/","64","0","35.00","0.3","168","[72,59,59,88,88,88,59,100,72,72,72,72]","2026-07-12","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"暇 な 時 の 過ごし 方","5","5","720","22","0.80","https://zexy.net/contents/lovenews/article.php?d=20240925","28","0","22.00","0.01","137","[100,100,72,72,72,72,72,72,72,59,59,59]","2026-08-10","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 式 記念 品 親","2","2","720","14","0.51","https://zexy.net/article/app002505028/","93","0","47.00","1","179","[67,100,100,100,82,67,100,82,100,82,82,82]","2026-08-01","Sitelinks, Video, Short videos, People also ask","informational","Organic"
"姉 結婚 式 服装","1","1","720","17","0.05","https://zexy.net/mar/manual/family/dress.html","338","0.01","16.00","0.67","173","[72,72,88,100,88,88,59,88,72,88,72,72]","2026-07-14","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"シャローム 教会","8","8","720","37","1.44","https://zexy.net/wedding/c_7770001099/imageGallery/","1","0","1.00","0.17","104","[82,82,82,100,82,100,82,67,100,67,67,67]","2026-07-30","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"モテ る 女性 特徴","10","10","720","23","0.00","https://zexy.net/contents/lovenews/article.php?d=20200409","6","0","0.00","0.01","138","[100,59,100,100,100,88,100,72,48,72,59,59]","2026-07-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"パレス ホテル ウェディング","10","10","720","33","2.62","https://zexy.net/wedding/c_7770029576/fair/","1","0","2.00","0.46","108","[82,100,100,100,100,82,100,82,100,82,100,67]","2026-07-30","AI overview, Short videos, People also ask, Twitter","informational","Organic"
"クイズ 一覧","2","2","720","34","0.00","https://zexy.net/contents/lovenews/article.php?d=20250521","64","0","0.00","0.33","116","[100,82,55,100,100,82,100,100,82,82,100,100]","2026-07-18","Video, Short videos, People also ask","informational","Organic"
"プロポーズ 渡す もの","1","1","720","17","0.54","https://zexy.net/article/app002406024/","93","0","50.00","1","109","[82,100,100,100,100,100,82,82,55,67,67,67]","2026-07-11","Sitelinks, AI overview, Video, Short videos, People also ask, Ads middle","informational","Organic"
"彼女 へ の 質問","1","1","720","20","0.00","https://zexy.net/contents/lovenews/article.php?d=20250930","93","0","0.00","0.33","37000","[82,100,82,82,100,82,82,55,67,82,67,67]","2026-07-30","AI overview, Video, Short videos, People also ask","informational","Organic"
"親 挨拶 服装","1","1","720","17","0.25","https://zexy.net/mar/manual/kiso_aisatsu/","338","0.01","84.00","0.1","183","[100,100,88,88,72,100,88,88,72,48,39,48]","2026-07-12","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"婚姻 届 ジブリ","6","6","720","34","0.68","https://machikyun.zexy.net/machi/design/","21","0","14.00","0.03","157","[100,88,88,88,72,59,39,72,48,59,72,72]","2026-07-17","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"夫婦 生活費","10","10","720","17","0.02","https://zexy.net/article/app000002369/","6","0","0.00","0.01","133","[88,100,88,72,72,72,88,72,72,59,72,59]","2026-07-25","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"夫婦 生活費","9","9","720","17","0.02","https://zexy.net/article/app000002369/","18","0","0.00","0.01","133","[88,100,88,72,72,72,88,72,72,59,72,59]","2026-07-25","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"新婚 旅行 予算 ヨーロッパ","3","3","720","21","0.22","https://zexy.net/article/app002505029/","50","0","11.00","0.13","111","[72,88,72,59,72,72,100,72,59,59,72,59]","2026-07-26","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"パーティー ヘア","9","9","720","25","0.00","https://zexy.net/mar/manual/guest_hairstyle/","3","0","0.00","0.17","195","[72,59,88,100,100,100,88,59,59,48,39,39]","2026-07-24","Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"パーティー ヘア","8","8","720","25","0.00","https://zexy.net/mar/manual/guest_hairstyle/","6","0","0.00","0.17","195","[72,59,88,100,100,100,88,59,59,48,39,39]","2026-07-24","Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"お祝い 祝儀 袋","2","2","720","20","0.07","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","64","0","4.00","0.32","187","[30,37,45,37,37,37,45,37,45,100,55,45]","2026-06-27","Sitelinks, AI overview, Image, Video, Video Carousel, Short videos, People also ask, Related searches, Feature_34","commercial, informational","Organic"
"シリカゲル ドライ フラワー 作り方","10","10","720","8","0.00","https://zexy.net/article/app002407027/","1","0","0.00","0.18","153","[45,45,45,45,45,37,45,45,37,100,77,77]","2026-07-13","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Related searches","informational","Organic"
"大人 キス","8","8","720","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20240307","6","0","0.00","0.33","188","[100,82,82,82,82,82,82,67,82,82,82,67]","2026-07-26","Sitelinks, AI overview, Video, Video Carousel, People also ask","informational","Organic"
"倦怠期 彼氏","10","10","720","19","0.00","https://zexy.net/contents/lovenews/article.php?d=20190819","3","0","0.00","0","120","[100,88,100,100,72,72,48,72,72,72,48,39]","2026-07-19","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"夫婦 夜 の サイン","7","7","720","19","0.00","https://zexy.net/article/app000001444/","21","0","0.00","0.33","96","[81,81,100,81,45,24,20,30,16,16,13,13]","2026-07-05","Sitelinks, AI overview, Video, People also ask","informational","Organic"
"結婚 指輪 サイズ 平均","1","1","720","17","0.33","https://zexy.net/mar/manual/ring_info/kiso_size_article6.html","93","0","30.00","0.17","80","[100,82,100,82,82,82,82,82,67,67,67,82]","2026-07-18","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"家 に 行っ て も いい です か","9","9","720","33","0.00","https://zexy.net/contents/lovenews/article.php?d=20191017","2","0","0.00","0.33","138","[82,82,67,100,67,82,100,82,82,67,82,82]","2026-08-16","Sitelinks, AI overview, Image, Video, Video Carousel, Short videos, People also ask, Top stories","informational","Organic"
"オレッキオ 結婚 指輪","6","6","720","26","0.60","https://zexy.net/ring/c_7770018705/shohin/","4","0","2.00","0.91","53","[82,100,100,82,67,100,100,82,82,67,82,67]","2026-07-21","Short videos, People also ask, Twitter, Feature_34","transactional","Organic"
"人 から 好 かれる 方法","9","9","720","18","0.19","https://zexy.net/contents/lovenews/article.php?d=20250522","18","0","3.00","0.01","121","[67,82,82,67,67,67,67,82,100,100,100,82]","2026-08-12","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ティファニー 婚約 指輪 安い 順","9","9","720","30","1.37","https://zexy.net/ring/brand_c/tiffany/engage/","21","0","28.00","0.31","179","[72,72,72,72,88,100,100,88,48,59,39,72]","2026-07-05","Sitelinks, Image, Image pack, Short videos, People also ask, Twitter, Feature_34","commercial","Organic"
"結婚 式 お札 向き","3","3","720","17","0.00","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","50","0","0.00","0.33","101","[59,59,48,72,100,88,59,39,72,72,48,88]","2026-07-12","Sitelinks, AI overview, Image, Video, Video Carousel, Short videos","informational","Organic"
"おみくじ 項目","10","10","720","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20240515","6","0","0.00","0.33","101","[11,11,11,13,13,45,100,13,13,11,13,17]","2026-07-27","Sitelinks, Image pack, Video, Short videos, People also ask","informational","Organic"
"ボディ メイク 結婚 式","5","5","720","18","0.68","https://zexy.net/article/app000101304/","28","0","19.00","0.05","179","[82,67,82,100,100,67,55,67,67,82,67,67]","2026-07-08","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Twitter","informational","Organic"
"海外 挙式","10","10","720","17","1.66","https://zexy.net/navi/abroad/manual01.html","6","0","9.00","0.57","135","[100,100,100,82,82,67,100,67,67,67,67,55]","2026-07-30","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"海外 挙式","2","2","720","17","1.66","https://zexy.net/abroad/","64","0","106.00","0.57","135","[100,100,100,82,82,67,100,67,67,67,67,55]","2026-07-30","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"プロポーズ 写真","4","4","720","18","1.69","https://zexy.net/article/app002601010/","36","0","60.00","0.09","133","[100,100,100,100,100,100,82,82,100,82,82,100]","2026-07-25","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"に たく","3","3","720","36","0.00","https://zexy.net/contents/lovenews/article.php?d=20250306","36","0","0.00","0.33","129","[67,67,67,82,67,67,67,82,82,100,82,100]","2026-06-27","AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"アメリー モン シュシュ","10","10","720","27","0.75","https://zexy.net/wedding/c_7770068850/","1","0","0.00","0.08","166","[32,59,39,48,72,72,72,59,100,100,59,100]","2026-08-17","Image, Image pack, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"アメリー モン シュシュ","8","8","720","27","0.75","https://zexy.net/wedding/c_7770068850/imageGallery/","4","0","3.00","0.08","166","[32,59,39,48,72,72,72,59,100,100,59,100]","2026-08-17","Image, Image pack, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"指輪 平均 サイズ","2","2","720","17","0.17","https://zexy.net/mar/manual/ring_info/kiso_size_article1.html","50","0","8.00","0.05","90","[88,72,72,72,100,88,88,72,59,59,48,59]","2026-07-11","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"贈呈 品 結婚 式","2","2","720","18","0.43","https://zexy.net/article/app002505028/","93","0","39.00","1","173","[59,88,88,100,88,72,59,88,72,72,59,59]","2026-07-12","Sitelinks, Image, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"結婚 式 ゲスト 髪型","2","2","720","18","0.00","https://zexy.net/mar/manual/guest_hairstyle/","93","0","0.00","0.01","131","[72,72,100,100,100,59,72,72,72,72,88,59]","2026-08-15","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"ライン トップ 画","1","1","720","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20240130","93","0","0.00","0.33","175","[82,82,100,82,82,67,82,82,67,82,67,82]","2026-07-14","AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"ピンク 婚姻 届","1","1","720","20","0.00","https://zexy.net/article/app000002018/","93","0","0.00","0.36","162","[82,100,82,82,67,82,100,82,67,67,67,55]","2026-07-23","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Twitter","informational","Organic"
"結婚 式 着物 髪型","10","10","720","14","0.00","https://zexy.net/article/app002210020/","3","0","0.00","0.03","135","[37,55,77,100,68,45,55,55,68,55,68,45]","2026-07-21","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos","informational","Organic"
"サバサバ 系","3","3","720","22","0.00","https://zexy.net/contents/lovenews/article.php?d=20250415","36","0","0.00","0.33","135","[72,88,72,72,72,59,72,72,88,88,88,100]","2026-08-05","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"さいたま 新 都心 結婚 式場","8","8","720","19","1.06","https://zexy.net/wedding/saitama/st_990309/shoninzu/","3","0","3.00","0.66","108","[82,67,82,82,100,82,82,100,82,82,82,82]","2026-07-13","Image, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"嫁さん","1","1","720","33","0.00","https://zexy.net/contents/lovenews/article.php?d=20100122","93","0","0.00","0.33","125","[100,100,100,82,100,82,82,67,82,82,100,100]","2026-07-23","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"結婚 式 手紙 友人","1","1","720","18","0.00","https://zexy.net/mar/manual/speech/friend.html","338","0.01","0.00","0.01","104","[72,72,100,100,88,48,48,59,72,59,72,39]","2026-07-25","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"彼氏 とお 泊まり","8","8","720","24","0.00","https://zexy.net/contents/lovenews/article.php?d=20210125","6","0","0.00","0","133","[88,72,59,72,59,59,48,72,100,88,88,88]","2026-07-29","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"新郎 母 服装","2","2","720","13","0.03","https://zexy.net/contents/oya/dress/kisomama.html","93","0","2.00","0.95","171","[48,72,100,88,59,39,88,88,88,72,72,72]","2026-07-27","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"ウェディング ドレス 靴","1","1","720","16","0.28","https://zexy.net/article/app002210021/","338","0.01","94.00","0.88","169","[100,100,100,100,100,82,67,82,100,100,82,100]","2026-07-12","Sitelinks, Image, Short videos, People also ask","commercial","Organic"
"ホテル 結婚 式","5","5","720","17","1.44","https://zexy.net/wedding/tokyo/hotelwedding/","21","0","30.00","0.35","136","[67,82,100,82,82,82,100,67,82,82,82,82]","2026-07-14","AI overview, Image, Video, Short videos, People also ask, Hotels pack","informational, transactional","Organic"
"オープニング ムービー 自作","3","3","720","15","0.42","https://zexy.net/article/app002307037/","28","0","11.00","1","110","[100,100,100,100,82,82,55,82,67,55,55,55]","2026-07-07","AI overview, Video, Video Carousel, Short videos, People also ask, Ads bottom","informational","Organic"
"リゾート 婚","3","3","720","22","2.13","https://zexy.net/resort/","28","0","59.00","0.52","45","[82,100,100,82,82,67,100,67,82,67,82,67]","2026-07-25","Short videos, People also ask","informational","Organic"
"義弟 と は","5","5","720","27","0.00","https://zexy.net/article/app000001994/","28","0","0.00","0.33","106","[59,39,72,72,88,72,72,88,72,88,88,100]","2026-06-27","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"カクテル キス と は","9","9","720","30","0.00","https://zexy.net/contents/lovenews/article.php?d=20240307","18","0","0.00","0.33","18","[88,88,72,48,59,59,48,59,100,88,59,48]","2026-07-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"横浜 インター コンチネンタル 結婚 式","5","5","720","28","1.23","https://zexy.net/wedding/c_7770007503/","36","0","44.00","0.45","107","[82,82,100,82,100,100,82,100,82,82,82,100]","2026-07-15","Short videos, People also ask, Ads bottom, Twitter","informational","Organic"
"人前 式 流れ","10","10","720","15","0.20","https://zexy.net/article/app001909040/","3","0","0.00","0.15","127","[82,100,100,100,82,67,100,82,100,100,100,100]","2026-07-20","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"人前 式 流れ","1","1","720","15","0.20","https://zexy.net/mar/manual/kiso_style/chapter3.html","93","0","18.00","0.15","127","[82,100,100,100,82,67,100,82,100,100,100,100]","2026-07-20","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"ララシャンス okazaki 迎賓館","3","3","720","26","1.31","https://zexy.net/wedding/c_7770077912/","12","0","15.00","0.03","138","[11,9,13,13,9,9,13,30,54,54,67,100]","2026-08-06","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
