"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"夜 まで 空い てる カフェ","5","5","720","22","0.00","https://dressy.pla-cole.wedding/yokohama-night-cafe/","36","0.01","0.00","0.03","142","[88,100,72,72,72,72,72,72,88,72,88,72]","2026-08-06","Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"e girls 脱退 メンバー 一覧","4","4","720","12","0.00","https://dressy.pla-cole.wedding/e-girls-member-mariage/","36","0.01","0.00","0","101","[13,25,16,16,13,30,100,30,25,37,25,25]","2026-08-05","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"牡蠣 小屋 岩手","3","3","720","27","0.00","https://dressy.pla-cole.wedding/iwate-kakigoya/","36","0.01","0.00","0","110","[55,77,100,77,68,45,37,30,37,37,45,68]","2026-07-22","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"ハート意味一覧","3","3","720","25","0.00","https://dressy.pla-cole.wedding/heart-color-means/","36","0.01","0.00","0","128","[100,100,81,45,45,30,37,30,37,37,24,24]","2026-08-13","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"平成 狸 合戦 ぽんぽこ 舞台","2","2","720","31","0.00","https://dressy.pla-cole.wedding/ghibli-pompoko/","36","0.01","0.00","0.33","127","[37,55,55,45,68,77,45,55,55,55,55,100]","2026-06-29","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"バレンタイン 手作り 彼氏 本音","3","3","390","25","0.00","https://dressy.pla-cole.wedding/valentine-happy/","35","0.01","0.00","0.33","128","[1,1,1,2,2,3,6,79,100,6,1,1]","2026-07-04","Sitelinks, Video, Short videos, People also ask","informational","Organic"
"福岡 カウントダウン","3","3","390","20","0.00","https://dressy.pla-cole.wedding/fukuoka-countdown-event/","35","0.01","0.00","0.33","106","[0,1,1,4,7,16,100,2,1,0,1,1]","2026-06-26","Sitelinks, Video, Short videos, People also ask","informational","Organic"
"アフタヌーン ティー 山梨","2","2","390","25","0.00","https://dressy.pla-cole.wedding/yamanashi-afternoon-tea/","35","0.01","0.00","0.02","98","[54,81,66,66,81,54,66,81,66,100,81,81]","2026-07-09","Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"工場 直売 アウトレット 関東","2","2","390","25","0.00","https://dressy.pla-cole.wedding/kanto-factory-direct-sales/","35","0.01","0.00","0.01","131","[54,100,100,100,81,54,66,54,54,66,66,36]","2026-07-29","Sitelinks, Video, Video Carousel, Short videos, Local pack, Twitter","commercial","Organic"
"結婚 有名人","6","6","880","38","0.00","https://dressy.pla-cole.wedding/2021kamihanki-marriage-geinou/","35","0.01","0.00","0.33","192","[68,68,55,45,45,100,100,77,55,68,55,55]","2026-07-27","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"おしゃれ ラーメン","5","5","880","33","0.00","https://dressy.pla-cole.wedding/tokyo-rahmen/","35","0.01","0.00","0","195","[88,88,72,88,72,88,88,88,88,100,88,88]","2026-07-12","Image pack, Video, Short videos, Local pack","commercial","Organic"
"最近 結婚 した 芸人","2","2","390","26","0.00","https://dressy.pla-cole.wedding/yoshimoto-geinin-kekkon/","35","0.01","0.00","0.33","159","[100,100,66,54,36,36,81,54,66,44,54,54]","2026-07-28","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"猫 カフェ 鳥取","4","4","880","31","0.00","https://dressy.pla-cole.wedding/tottori-catcafe/","35","0.01","0.00","0.33","112","[68,68,100,77,68,68,68,68,55,68,68,68]","2026-07-12","Image, Video, Short videos, People also ask, Local pack, Related searches, Twitter","commercial","Organic"
"芸能人 妊娠 中","5","5","880","27","0.00","https://dressy.pla-cole.wedding/shussan-geinou/","35","0.01","0.00","0.33","125","[48,72,100,100,88,72,88,100,100,100,100,88]","2026-07-01","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"結婚 式 断り 方 だいぶ 先","5","5","880","18","0.00","https://dressy.pla-cole.wedding/decline-wedding/","35","0.01","0.00","0.33","110","[68,77,77,100,68,55,37,55,68,55,55,55]","2026-07-07","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"流し そうめん 千葉","2","2","390","17","0.00","https://dressy.pla-cole.wedding/chiba-nagashisomen/","35","0.01","0.00","0.33","171","[100,100,16,2,1,1,1,2,4,13,45,55]","2026-08-17","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","informational","Organic"
"関 ジャニ 既婚 者","1","1","390","34","0.00","https://dressy.pla-cole.wedding/super-eight-members-marriage/","35","0.01","0.00","0.33","107","[9,20,37,16,100,24,37,13,13,20,13,20]","2026-06-28","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"うなぎ 山口 県","2","2","390","30","0.00","https://dressy.pla-cole.wedding/yamaguchi-unagi/","35","0.01","0.00","0.04","117","[100,30,16,11,13,11,11,11,9,16,16,30]","2026-08-09","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"akb 結婚 した 人","2","2","390","28","0.00","https://dressy.pla-cole.wedding/akb48/","35","0.01","0.00","0.33","132","[11,26,39,17,17,21,100,72,39,39,26,32]","2026-06-27","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"嫁 と の セックス","6","6","880","28","0.00","https://dressy.pla-cole.wedding/yorunoitonami/","35","0.01","0.00","0.01","135","[100,88,72,88,88,88,72,100,88,100,88,88]","2026-07-10","Sitelinks, People also ask","informational","Organic"
"実家 暮らし カップル","3","3","390","17","0.00","https://dressy.pla-cole.wedding/living-at-home-couple/","35","0.01","0.00","0.33","111","[81,100,100,81,81,81,81,67,81,67,81,67]","2026-07-23","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"夜 カフェ 鹿児島","6","6","880","36","0.00","https://dressy.pla-cole.wedding/kagoshima-night-cafe/","35","0.01","0.00","0.01","128","[68,68,100,77,68,68,68,55,55,68,45,45]","2026-07-17","Video, Short videos, People also ask, Local pack, Related searches, Twitter","commercial","Organic"
"山口 県 うなぎ","2","2","390","26","0.00","https://dressy.pla-cole.wedding/yamaguchi-unagi/","35","0.01","0.00","0.01","112","[30,100,30,16,11,13,11,11,11,9,16,16]","2026-06-30","Sitelinks, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"福岡 流し そうめん","2","2","390","36","0.00","https://dressy.pla-cole.wedding/fukuoka-nagashisomen/","35","0.01","0.00","0.33","174","[5,11,38,100,53,11,2,1,1,1,1,2]","2026-07-21","Image, Video, Short videos, People also ask, Local pack, Related searches, Twitter","commercial","Organic"
"京都 年末年始 イベント 2023","2","2","390","21","0.15","https://dressy.pla-cole.wedding/kyoto-countdownspot/","35","0.01","5.00","0.06","149","[0,0,0,0,0,0,0,0,9,30,54,100]","2026-08-11","AI overview, Video, Short videos, People also ask","informational","Organic"
"工場 直営 店","2","2","390","18","0.00","https://dressy.pla-cole.wedding/tokai-factory-direct-sales/","35","0.01","0.00","0.01","130","[81,36,44,66,54,66,54,54,66,54,100,54]","2026-08-15","Sitelinks, Video, Short videos, People also ask, Local pack","commercial","Organic"
"岡山 弁 方言","2","2","480","11","0.00","https://dressy.pla-cole.wedding/okayama-hougen/","33","0.01","0.00","0.33","126","[82,44,54,100,67,67,67,82,54,54,54,67]","2026-07-30","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"岐阜 チョコレート","2","2","260","21","0.00","https://dressy.pla-cole.wedding/gifu-chocolate-shop/","33","0.01","0.00","0.01","166","[19,16,10,16,24,19,19,55,100,55,8,12]","2026-06-30","Sitelinks, Image, Video, Short videos, People also ask, Twitter","commercial","Organic"
"アニメ ドレス","2","2","480","22","0.00","https://weddingdress.pla-cole.wedding/c/collaboration/co_onepiece","33","0.01","0.00","0.02","198","[100,100,100,100,100,100,100,81,100,100,100,81]","2026-08-13","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"安産 祈願 宮城","1","1","260","13","0.00","https://dressy.pla-cole.wedding/miyagi-anzankigan/","33","0.01","0.00","0.33","104","[81,81,81,81,81,81,100,100,53,66,66,100]","2026-07-16","Sitelinks, AI overview, Image, Short videos, People also ask","informational","Organic"
"魔女 の 宅急便 街","1","1","260","16","0.00","https://dressy.pla-cole.wedding/ghibli-kiki/","33","0.01","0.00","0","106","[4,4,7,9,13,9,9,7,9,9,13,100]","2026-06-25","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"山形 安産 祈願","2","2","260","26","0.00","https://dressy.pla-cole.wedding/yamagata-anzankigan/","33","0.01","0.00","0.33","103","[100,100,100,81,81,81,81,81,53,81,81,81]","2026-06-28","Sitelinks, AI overview, Image, Short videos, People also ask, Twitter","informational","Organic"
"プロ 野球 結婚","1","1","260","21","0.00","https://dressy.pla-cole.wedding/baseball-couple/","33","0.01","0.00","0.33","605","[15,15,15,24,19,67,82,100,24,24,24,19]","2026-06-29","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"新潟 珍しい 御朱印","2","2","260","13","0.00","https://dressy.pla-cole.wedding/niigata-gosyuin/","33","0.01","0.00","0.33","104","[54,100,82,82,82,54,44,82,44,54,54,100]","2026-06-30","AI overview, Short videos, People also ask","informational","Organic"
"方言 神奈川","1","1","260","18","0.00","https://dressy.pla-cole.wedding/kanagawa-hougen/","33","0.01","0.00","0.33","102","[12,12,12,55,100,36,16,16,24,16,10,12]","2026-07-10","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"兵庫 県 うなぎ","2","2","260","23","0.00","https://dressy.pla-cole.wedding/hyogo-unagi/","33","0.01","0.00","0.14","111","[44,100,44,24,19,19,16,19,19,24,19,30]","2026-06-30","Video, Short videos, People also ask, Twitter","commercial","Organic"
"宮城 方言 かわいい","1","1","260","14","0.00","https://dressy.pla-cole.wedding/miyagi-hougen/","33","0.01","0.00","0.33","107","[81,100,66,81,81,66,66,66,66,81,81,66]","2026-07-28","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"深夜 カフェ 大阪","3","3","480","33","0.00","https://dressy.pla-cole.wedding/osaka-nightcafe/","33","0.01","0.00","0.08","138","[100,100,81,81,81,81,66,54,66,66,81,54]","2026-08-15","Video, Short videos, People also ask, Local pack","commercial","Organic"
"もののけ 姫 モデル","1","1","480","14","0.00","https://dressy.pla-cole.wedding/seichi-mononokehime/","33","0.01","0.00","0.33","137","[20,100,37,24,30,16,16,20,13,13,20,16]","2026-08-07","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Twitter","informational","Organic"
"群馬 流し そうめん","1","1","260","18","0.00","https://dressy.pla-cole.wedding/gunma-nagashisomen/","33","0.01","0.00","0.33","69","[59,100,100,17,2,1,1,1,1,5,11,32]","2026-07-16","Sitelinks, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"女子 アナ 結婚","1","1","260","26","0.00","https://dressy.pla-cole.wedding/marriage-announcer/","33","0.01","0.00","0.33","146","[36,100,44,36,36,66,66,36,44,29,24,36]","2026-08-10","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"モーニング 茨城","3","3","480","29","0.00","https://dressy.pla-cole.wedding/ibaraki-morning/","33","0.01","0.00","0.01","115","[67,100,67,44,44,36,55,67,44,55,67,44]","2026-08-10","Sitelinks, Video, Short videos, Local pack","commercial","Organic"
"アニメ ウェディング ドレス","2","2","260","29","0.00","https://dressy.pla-cole.wedding/character-collaboration-dress/","33","0.01","0.00","0.33","173","[82,67,67,54,67,67,54,67,44,82,54,100]","2026-07-11","Sitelinks, Image pack, Video, Video Carousel, Short videos, Feature_34","informational","Organic"
"石川 県 方言 かわいい","1","1","260","13","0.00","https://dressy.pla-cole.wedding/ishikawa-hougen/","33","0.01","0.00","0.33","19","[67,67,82,100,82,67,82,67,67,54,67,54]","2026-07-19","AI overview, Video, Short videos, People also ask","informational","Organic"
"アサイー ボウル 神奈川","3","3","480","31","0.00","https://dressy.pla-cole.wedding/kanagawa-acai/","33","0.01","0.00","0.01","128","[100,88,88,59,48,21,17,21,21,26,17,21]","2026-07-08","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"中村 沙織 中村 獅童","1","1","260","35","0.00","https://dressy.pla-cole.wedding/shidonakamura-saori/","33","0.01","0.00","0.33","95","[24,9,9,7,6,4,100,11,11,13,11,6]","2026-06-26","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"aaa 結婚","1","1","260","22","0.00","https://dressy.pla-cole.wedding/aaa-member-marriage/","33","0.01","0.00","0.33","132","[54,67,67,67,54,100,44,81,44,35,35,44]","2026-08-01","AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"愛媛 の 方言","1","1","260","13","0.00","https://dressy.pla-cole.wedding/ehime-hougen/","33","0.01","0.00","0","121","[81,44,67,54,54,100,44,44,54,67,54,54]","2026-07-01","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"テラス ハウス 歴代 メンバー","4","4","480","23","0.00","https://dressy.pla-cole.wedding/terrace-house-married-cast/","33","0.01","0.00","0.33","107","[81,100,81,81,81,100,100,81,81,81,100,66]","2026-07-29","Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"ウェディング ドレス 背中","2","2","480","16","0.76","https://weddingdress.pla-cole.wedding/c/weddingdress/we_wcb","33","0.01","25.00","0.07","163","[81,81,100,81,81,66,54,100,81,81,66,66]","2026-07-10","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"佐賀 朝 ごはん","3","3","480","27","0.00","https://dressy.pla-cole.wedding/saga-morning-cafe/2/","33","0.01","0.00","0.33","116","[81,100,100,100,81,66,54,54,66,66,66,54]","2026-08-13","AI overview, Image, Video, Short videos, People also ask, Twitter","informational","Organic"
"ハウル の 動く 城 モデル","1","1","260","13","0.00","https://dressy.pla-cole.wedding/ghibli-howlsmovingcastle/","33","0.01","0.00","0.33","130","[66,100,81,81,81,100,100,81,81,66,66,53]","2026-08-08","AI overview, Image, Video, Video Carousel, Short videos, People also ask, Related searches, Twitter","informational","Organic"
"テラハ はるか","3","3","480","32","0.00","https://dressy.pla-cole.wedding/terrace-house-married-cast/4/","33","0.01","0.00","0.33","106","[82,67,82,54,54,54,44,44,44,54,44,100]","2026-07-17","Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"星座 言葉","2","2","260","15","0.00","https://dressy.pla-cole.wedding/star-2/","33","0.01","0.00","0.33","105","[54,44,44,54,44,100,44,44,44,54,44,54]","2026-07-01","AI overview, Video, Short videos, People also ask","informational","Organic"
"数字 隠語","1","1","260","16","0.00","https://dressy.pla-cole.wedding/love-number/","33","0.01","0.00","0.33","104","[100,100,100,100,100,81,81,53,53,66,66,81]","2026-07-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"アサイー 仙台","3","3","480","29","0.00","https://dressy.pla-cole.wedding/miyagi-acai/","33","0.01","0.00","0.33","122","[100,100,67,55,36,30,30,36,55,36,36,24]","2026-07-27","Sitelinks, Video, Video Carousel, Short videos, People also ask, Local pack, Related searches, Twitter","commercial","Organic"
"岐阜 弁 語尾","1","1","260","15","0.00","https://dressy.pla-cole.wedding/gifu-hougen/","33","0.01","0.00","0.33","111","[81,81,66,66,66,100,66,81,100,81,66,66]","2026-07-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ドレス 購入","4","4","480","54","0.30","https://weddingdress.pla-cole.wedding/","33","0.01","9.00","1","189","[67,67,67,67,67,54,100,82,82,67,67,82]","2026-07-28","Sitelinks, Image, Video, Short videos, Local pack, Feature_34","commercial","Organic"
"宮城 安産 祈願","1","1","260","12","0.00","https://dressy.pla-cole.wedding/miyagi-anzankigan/","33","0.01","0.00","0.33","104","[81,81,81,81,81,81,100,100,53,66,66,100]","2026-06-28","Sitelinks, AI overview, Image, Short videos, People also ask","informational","Organic"
"夜 カフェ すすきの","3","3","480","35","0.00","https://dressy.pla-cole.wedding/hokkaido-night-cafe/","33","0.01","0.00","0.14","124","[54,67,67,54,67,54,67,82,100,54,67,44]","2026-08-08","Sitelinks, Video, Short videos, Local pack","commercial","Organic"
"千葉 流し そうめん","2","2","260","16","0.00","https://dressy.pla-cole.wedding/chiba-nagashisomen/","33","0.01","0.00","0.33","106","[100,88,11,2,1,1,1,1,1,11,39,48]","2026-08-17","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"栃木 安産 祈願","2","2","480","22","0.00","https://dressy.pla-cole.wedding/tochigi-anzankigan-spot/","33","0.01","0.00","0.33","40","[81,81,81,100,66,100,81,54,66,81,66,54]","2026-07-22","Sitelinks, AI overview, Short videos, People also ask, Twitter","informational","Organic"
"愛知 県 工場 直売 所","2","2","260","17","0.00","https://dressy.pla-cole.wedding/tokai-factory-direct-sales/","33","0.01","0.00","0.33","123","[44,23,44,23,35,35,35,54,100,81,100,67]","2026-08-09","Sitelinks, Video, Video Carousel, Short videos, Local pack, Twitter","commercial","Organic"
"青森 方言","9","8","6600","27","0.00","https://dressy.pla-cole.wedding/aomori-hougen/","33","0.01","0.00","0.33","126","[30,36,67,100,36,30,36,55,30,30,30,30]","2026-08-19","AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"大阪 深夜 カフェ","3","3","480","29","0.00","https://dressy.pla-cole.wedding/osaka-nightcafe/","33","0.01","0.00","0.07","120","[100,100,100,81,81,81,81,66,54,66,66,81]","2026-07-03","Sitelinks, Video, Short videos, People also ask, Local pack","commercial","Organic"
"いないいないばあ 現在","1","1","260","41","0.00","https://dressy.pla-cole.wedding/inaiinaiba/","33","0.01","0.00","0.33","129","[29,29,36,29,44,36,29,24,44,100,54,36]","2026-07-28","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"土曜日 新 札","1","1","260","22","0.00","https://dressy.pla-cole.wedding/shinsatsu-youi/","33","0.01","0.00","0.33","100","[54,44,35,67,100,67,44,29,35,44,35,44]","2026-06-30","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ネスミス 結婚","8","8","1300","40","0.00","https://dressy.pla-cole.wedding/nesmith-kanasu/","32","0.01","0.00","0.33","107","[3,5,4,9,7,7,2,1,2,100,3,1]","2026-07-12","Instant answer, Image, Image pack, Short videos, People also ask","informational","Organic"
"ldh 既婚 者","1","1","70","15","0.00","https://dressy.pla-cole.wedding/exile/","32","0.01","0.00","0.33","98","[2,7,100,2,2,2,2,2,2,2,7,2]","2026-08-03","AI overview, Video, Short videos, People also ask","informational","Organic"
"は ん にゃ 金田 結婚","9","9","3600","39","0.00","https://dressy.pla-cole.wedding/satoshikanada-marriage/2/","32","0.01","0.00","0.33","104","[9,100,24,13,10,16,30,10,10,7,6,5]","2026-07-08","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"熊本 カウントダウン イベント","1","1","70","15","0.00","https://dressy.pla-cole.wedding/kumamoto-toshikosi-countdown/","32","0.01","0.00","0.33","25100000","[0,0,0,7,2,2,2,100,2,8,0,2]","2026-06-17","Sitelinks, Short videos","informational","Organic"
"袴田 彩 会 結婚","8","8","1300","31","0.00","https://dressy.pla-cole.wedding/ayae-hakamada/","32","0.01","0.00","0.33","114","[24,24,100,36,28,28,24,16,28,36,20,24]","2026-07-25","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"広島 神社 お守り","1","1","70","13","0.00","https://dressy.pla-cole.wedding/hiroshima-omamori/","32","0.01","0.00","0.33","105","[2,8,2,2,7,5,100,2,2,2,2,2]","2026-07-27","AI overview, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"明日 花 キララ 結婚","10","10","8100","35","0.00","https://dressy.pla-cole.wedding/kiraraashuka/4/","32","0.01","0.00","0.33","97","[100,100,82,67,55,82,67,67,100,67,55,55]","2026-08-12","AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"バチェラー 1 その後","9","9","1300","28","0.00","https://dressy.pla-cole.wedding/bachelor-japan-wedding/","32","0.01","0.00","0.33","101","[100,44,15,11,13,11,9,7,6,6,5,29]","2026-07-07","AI overview, Video, Short videos, People also ask","informational","Organic"
"芸能 ニュース 速報 結婚","10","10","1300","31","0.00","https://dressy.pla-cole.wedding/2021kamihanki-marriage-geinou/","32","0.01","0.00","0.33","179","[53,100,84,100,100,68,53,46,38,38,46,38]","2026-07-14","Video, Short videos","informational","Organic"
"東京 おみくじ かわいい","1","1","70","14","0.00","https://dressy.pla-cole.wedding/tokyo-omikuji/","32","0.01","0.00","0.33","103","[18,3,3,8,5,3,28,100,3,8,3,8]","2026-06-21","Sitelinks, Image, Image pack, Video, Short videos, Twitter","informational","Organic"
"宮城 海水 浴場","9","9","1300","23","0.00","https://dressy.pla-cole.wedding/miyagi-beach/","32","0.01","0.00","0.01","155","[24,100,100,7,2,2,1,2,3,4,4,11]","2026-07-05","Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"未来 の ミライ 聖地","1","1","70","18","0.00","https://dressy.pla-cole.wedding/mirai-seichi/","32","0.01","0.00","0.33","106","[2,23,6,10,100,23,8,2,2,2,8,2]","2026-08-01","Sitelinks, Image, Video, Short videos, People also ask","informational","Organic"
"広島 お守り","1","1","70","15","0.00","https://dressy.pla-cole.wedding/hiroshima-omamori/","32","0.01","0.00","0.33","105","[12,65,4,4,15,35,100,4,35,4,4,4]","2026-07-31","AI overview, Image, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"兵庫 県 カウントダウン イベント","1","1","70","11","0.00","https://dressy.pla-cole.wedding/hyougo-countdown-event/","32","0.01","0.00","0","107","[1,0,0,1,3,1,1,100,1,0,0,0]","2026-07-27","AI overview, Short videos, People also ask","informational","Organic"
"ドレス オンライン","1","1","70","54","0.26","https://weddingdress.pla-cole.wedding/","32","0.01","8.00","0.98","177","[100,12,1,1,1,1,1,1,1,1,1,1]","2026-07-11","Sitelinks, AI overview, Image, Video, Short videos, Twitter","commercial","Organic"
"可愛い おみくじ 神奈川","1","1","70","14","0.00","https://dressy.pla-cole.wedding/kanagawa-omikuji/","32","0.01","0.00","0.33","105","[1,4,1,1,6,1,100,3,1,3,1,1]","2026-07-23","Sitelinks, Image pack, Video, Short videos, People also ask","informational","Organic"
"主夫 と は","9","9","1300","24","0.00","https://dressy.pla-cole.wedding/husband-sengyosyufu/","32","0.01","0.00","0.33","110","[62,62,81,81,81,81,100,62,81,81,81,62]","2026-07-30","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"アールイズ ウェディング","5","5","5400","32","176.84","https://pla-cole.wedding/plugins/company/96/wedding_reports","32","0.01","5658.00","0.23","142","[81,100,100,100,81,81,100,100,100,100,100,100]","2026-08-15","Sitelinks, Ads top, Image, Video, Short videos, People also ask, Local pack, Ads bottom, Twitter","navigational","Organic"
"カラー ドレス アクセサリー 選び方","1","1","70","10","0.00","https://dressy.pla-cole.wedding/colordress_accessory/","32","0.01","0.00","0.88","4820000","[81,5,67,10,5,10,100,43,14,5,5,19]","2026-08-11","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"札幌 大晦日 イベント","1","1","70","18","0.00","https://dressy.pla-cole.wedding/hokkaido-countdown-event/","32","0.01","0.00","0","107","[3,1,3,1,3,1,3,100,1,0,0,0]","2026-07-28","AI overview, Video, Short videos, People also ask","informational","Organic"
"札幌 初詣 屋台","1","1","70","12","0.00","https://dressy.pla-cole.wedding/hokkaido-hatsumoude-spot/","32","0.01","0.00","0","88","[0,0,1,1,4,1,100,3,0,6,0,0]","2026-07-28","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"青森 県 アフタヌーン ティー","1","1","70","23","0.00","https://dressy.pla-cole.wedding/aomori-afternoon-tea/","32","0.01","0.00","0.33","52","[18,3,100,3,3,3,3,3,5,28,3,18]","2026-07-17","Sitelinks, Image, Video, Short videos, Local pack, Twitter","commercial","Organic"
"工場 直売 関東","1","1","70","22","0.00","https://dressy.pla-cole.wedding/kanto-factory-direct-sales/","32","0.01","0.00","0","125","[53,6,6,12,29,100,100,100,6,6,6,29]","2026-07-21","Sitelinks, Video, Short videos","informational","Organic"
"クリスマス ケーキ 高知 市","1","1","70","15","0.00","https://dressy.pla-cole.wedding/kouchi-xmas-cake/","32","0.01","0.00","0","106","[0,8,2,2,44,100,0,0,0,0,0,0]","2026-07-26","Video, Short videos, Local pack","commercial","Organic"
"桜井 日奈子 結婚","10","10","8100","35","0.00","https://dressy.pla-cole.wedding/sakuraihinako/","32","0.01","0.00","0.33","97","[9,9,30,30,20,37,11,13,11,55,100,30]","2026-08-15","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Top stories","informational","Organic"
"キスマイ 結婚","8","8","1300","26","0.00","https://dressy.pla-cole.wedding/kismyft2-marriage-status/2/","32","0.01","0.00","0.33","19","[54,37,42,30,42,54,100,79,67,30,42,30]","2026-07-18","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"小林 直己 結婚","8","8","1300","33","0.00","https://dressy.pla-cole.wedding/jsoulbrothers-marriage-members/","32","0.01","0.00","0.33","93","[19,24,16,11,13,13,9,7,24,13,9,100]","2026-07-25","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"テラハ","8","8","3600","63","0.00","https://dressy.pla-cole.wedding/terrace-house-married-cast/","32","0.01","0.00","0.33","108","[67,67,67,54,54,100,67,67,54,44,54,54]","2026-07-08","Sitelinks, Image, Video, Video Carousel, Short videos, People also ask, Knowledge panel","informational","Organic"
"フラワー シャワー コーン","1","1","70","18","0.00","https://dressy.pla-cole.wedding/shower-corn/","32","0.01","0.00","0.72","164","[2,2,2,4,100,2,2,8,15,2,2,8]","2026-08-14","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"京都 年越し イベント","1","1","70","11","0.00","https://dressy.pla-cole.wedding/kyoto-countdownspot/","32","0.01","0.00","0.33","117","[5,13,13,3,36,100,13,3,3,3,3,3]","2026-07-27","AI overview, Video, Short videos","informational","Organic"
"ske 松井玲奈結婚","9","9","2400","30","0.00","https://dressy.pla-cole.wedding/renamatui/","31","0.01","0.00","0","104","[0,0,0,0,0,0,0,0,0,0,0,100]","2026-07-07","AI overview, Video, Short videos, People also ask","informational","Organic"
"モーニング 鳥取","10","10","2400","25","0.00","https://dressy.pla-cole.wedding/tottori-morning-cafe/","31","0.01","0.00","0.33","110","[67,81,100,81,67,67,44,36,53,67,67,67]","2026-07-08","Sitelinks, Image, Video, Short videos, Local pack, Twitter","commercial","Organic"
"福井 市 モーニング","7","7","1000","22","0.00","https://dressy.pla-cole.wedding/fukui-morning/","30","0.01","0.00","0.33","131","[62,100,81,81,62,45,37,55,62,62,55,55]","2026-07-29","Sitelinks, Video, Short videos, Local pack, Twitter","commercial","Organic"
"セルフ ウェディング フォト","9","9","1000","34","0.72","https://weddingdress.pla-cole.wedding/c/photo_plan/self/picmii_nagoya/PICMII-NG-02","30","0.01","21.00","0.21","167","[100,100,100,100,100,100,88,100,100,100,88,100]","2026-07-06","Image, Video, Short videos, Local pack","informational","Organic"
"仙台 バースデー プレート","9","9","1000","30","0.06","https://dressy.pla-cole.wedding/miyagi-surprise/","30","0.01","1.00","0.12","114","[81,62,62,100,81,62,45,55,45,55,55,45]","2026-07-04","Sitelinks, Video, Short videos","informational","Organic"
