"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"退職 後 保険 証","1","1","1900","18","0.02","https://life.saisoncard.co.jp/money/post/c175/","47","0.02","0.00","0.15","136","[100,100,100,100,79,79,67,79,67,79,67,54]","2026-07-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"お 墓参り は 一人 で 行っ て は いけない","1","1","3600","11","0.00","https://life.saisoncard.co.jp/post/c2590/","47","0.02","0.00","0.33","104","[24,100,24,10,9,13,13,9,24,10,10,9]","2026-08-06","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"引っ越し 後 手続き","3","3","1900","27","0.02","https://life.saisoncard.co.jp/post/r207/","47","0.02","0.00","0.3","133","[30,30,24,24,24,30,30,35,44,100,54,44]","2026-07-08","AI overview, Video, Short videos, People also ask, Related searches","informational","SERP Feature"
"鍵 が 抜け ない","5","5","1900","17","2.55","https://life.saisoncard.co.jp/post/c241/","47","0.02","119.00","0.54","119","[79,79,79,100,100,100,100,100,67,67,79,79]","2026-07-07","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"トイレ の 流れ が 悪い","10","10","6600","17","1.16","https://life.saisoncard.co.jp/post/c491/","46","0.01","53.00","0.66","128","[67,67,67,67,81,81,100,81,81,67,67,67]","2026-08-25","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"オキシドール 血","1","1","720","25","0.00","https://life.saisoncard.co.jp/post/c1490/","46","0.01","0.00","0.33","26600","[88,88,88,100,72,59,72,88,72,59,59,72]","2026-07-08","Sitelinks, Featured snippet, Image, Video, People also ask","informational","SERP Feature"
"キーボード 入力 できない","6","6","3600","21","0.03","https://life.saisoncard.co.jp/post/r79/","46","0.01","1.00","0.03","133","[100,82,82,82,82,82,82,66,82,82,66,66]","2026-07-25","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"フォート ナイト 世界 大会 賞金","1","1","720","19","0.00","https://life.saisoncard.co.jp/post/c49/","46","0.01","0.00","0.33","102","[11,11,25,100,13,13,13,17,13,13,13,34]","2026-07-16","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","SERP Feature"
"スマホ の パスワード 忘れ た","9","9","6600","32","0.58","https://life.saisoncard.co.jp/post/c269/","46","0.01","26.00","0.33","122","[100,100,100,100,82,100,100,82,100,82,82,82]","2026-08-27","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"エンジェル ナンバー 4444","11","11","6600","19","0.00","https://life.saisoncard.co.jp/post/saki07/","46","0.01","0.00","0","119","[81,81,81,81,81,81,81,100,100,100,100,100]","2026-08-28","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"トイレ 流れ が 悪い","10","10","6600","19","1.16","https://life.saisoncard.co.jp/post/c491/","46","0.01","53.00","0.66","131","[67,67,67,67,81,81,100,81,81,67,67,67]","2026-08-27","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"macbook パスワード 忘れ た","5","5","3600","32","0.84","https://life.saisoncard.co.jp/post/c225/","46","0.01","38.00","0.01","127","[67,67,67,67,54,54,67,81,67,81,100,81]","2026-07-07","Sitelinks, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"引っ越し 安い 業者","1","1","1000","43","1.97","https://life.saisoncard.co.jp/post/r207/","45","0.01","88.00","0.6","123","[62,100,81,100,62,81,62,55,45,45,45,45]","2026-07-09","AI overview, Video, Short videos, People also ask, Local pack","informational","SERP Feature"
"エンジェル ナンバー 2","1","1","1000","28","0.00","https://life.saisoncard.co.jp/post/c699/","45","0.01","0.00","0.33","52","[62,62,62,62,100,55,55,62,55,55,45,55]","2026-07-17","Featured snippet, Short videos, People also ask","informational","SERP Feature"
"造園 屋","1","1","1300","28","1.07","https://life.saisoncard.co.jp/post/c750/","45","0.01","48.00","0.26","143","[100,81,62,100,62,62,55,55,55,55,81,100]","2026-07-07","Video, Short videos, People also ask, Local pack, Twitter","commercial","SERP Feature"
"金券 ショップ 札幌","8","8","3600","50","5.81","https://life.saisoncard.co.jp/money/post/c1994/","45","0.01","261.00","0.4","56","[100,82,100,100,82,82,82,66,55,82,66,66]","2026-07-14","Short videos, People also ask, Local pack, Twitter","commercial","SERP Feature"
"県外 引っ越し 手続き","1","1","1000","28","0.04","https://life.saisoncard.co.jp/post/r207/","45","0.01","1.00","0.34","111","[77,100,100,100,68,77,68,77,77,100,45,55]","2026-07-07","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"amazon 支払い 方法 ペイペイ","1","1","1000","36","0.52","https://life.saisoncard.co.jp/post/crc0004/","45","0.01","23.00","0.01","107","[62,62,62,62,62,62,62,100,62,81,81,81]","2026-07-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"格安 引っ越し","1","1","1000","47","2.55","https://life.saisoncard.co.jp/post/r207/","45","0.01","114.00","0.65","211","[68,68,68,68,55,77,77,100,68,100,77,55]","2026-07-07","AI overview, Video, Short videos, People also ask, Local pack, Twitter","informational","SERP Feature"
"東京 大阪 引っ越し 費用","1","1","1000","18","0.88","https://life.saisoncard.co.jp/post/r207/","45","0.01","39.00","0.54","107","[68,77,77,77,77,68,77,100,77,77,55,68]","2026-07-06","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"お盆 迎え火 と 送り火","1","1","1300","28","0.02","https://life.saisoncard.co.jp/post/c737/","45","0.01","0.00","0.35","110","[6,20,100,1,0,0,0,0,0,0,1,1]","2026-07-06","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"魚 座 今日 の ラッキー カラー","2","2","1300","63","0.00","https://life.saisoncard.co.jp/post/saki21/","45","0.01","0.00","0.33","107","[55,62,62,62,62,62,81,81,81,100,100,100]","2026-07-11","AI overview, Short videos, People also ask","informational","SERP Feature"
"ケトル 洗い 方","1","1","1000","21","0.01","https://life.saisoncard.co.jp/post/c950/","45","0.01","0.00","0.05","115","[55,68,77,100,100,100,77,77,100,100,77,68]","2026-07-30","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","SERP Feature"
"洗濯 槽 黒い カス なく ならない","1","1","1000","20","0.11","https://life.saisoncard.co.jp/post/c1712/","45","0.01","4.00","0.33","120","[68,84,100,68,53,46,38,31,21,31,53,84]","2026-07-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"宅急便 引越し","2","2","1300","22","0.66","https://life.saisoncard.co.jp/post/r207/","45","0.01","29.00","0.42","106","[34,30,34,34,30,30,34,55,83,100,30,30]","2026-07-08","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"アイフォン ウイルス","1","1","1000","31","0.20","https://life.saisoncard.co.jp/post/c245/","45","0.01","9.00","0.11","122","[77,77,77,68,77,77,77,68,100,100,77,68]","2026-07-09","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","SERP Feature"
"iphoneクイックスタート できない","1","1","1000","34","0.04","https://life.saisoncard.co.jp/post/c258/","45","0.01","1.00","0.01","104","[46,46,68,68,68,68,84,100,100,46,7,5]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"ライン 履歴 復元","1","1","1000","29","0.06","https://life.saisoncard.co.jp/post/c284/","45","0.01","2.00","0.13","110","[100,77,68,77,100,77,77,55,55,68,77,77]","2026-07-13","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Twitter","informational","SERP Feature"
"老人 性 うつ 病","1","1","1300","12","0.04","https://life.saisoncard.co.jp/post/c2674/","45","0.01","1.00","0.18","111","[79,100,67,37,37,42,37,54,42,54,42,30]","2026-07-06","AI overview, Video, Video Carousel, Short videos, People also ask, Ads middle","informational","SERP Feature"
"ネガティブ ケイパビリティ","16","16","14800","41","0.08","https://life.saisoncard.co.jp/post/tokushu20/","44","0.01","3.00","0.25","123","[100,82,82,100,82,82,82,82,82,82,82,100]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"30 過ぎ て 結婚 できない 女性 の 共通 点","3","3","880","15","0.00","https://life.saisoncard.co.jp/post/innocent10/","44","0.01","0.00","0.33","111","[72,72,88,88,88,88,100,100,72,88,72,88]","2026-07-08","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"さつき の 育て 方","3","3","880","17","0.01","https://life.saisoncard.co.jp/post/c2076/","44","0.01","0.00","0.01","96","[54,25,16,25,25,25,16,16,25,37,67,100]","2026-07-12","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"家電 いつ 安い","1","1","390","22","0.01","https://life.saisoncard.co.jp/post/c3215/","44","0.01","0.00","0.12","179","[30,36,44,36,67,100,67,44,55,24,24,24]","2026-08-29","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"スマホ が 熱い","16","16","14800","34","0.04","https://life.saisoncard.co.jp/post/r77/","44","0.01","1.00","0.11","132","[100,82,55,37,16,13,13,16,24,45,82,82]","2026-08-28","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"アイフォン 画面 反応 しない","3","3","880","26","0.00","https://life.saisoncard.co.jp/post/c261/","44","0.01","0.00","0","130","[82,100,100,100,100,100,100,100,82,82,82,100]","2026-08-15","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"1 キロ 徒歩 時間 女性","1","1","390","5","0.00","https://life.saisoncard.co.jp/post/c159/","44","0.01","0.00","0.33","101","[100,81,100,100,100,54,54,44,44,44,44,29]","2026-08-06","Sitelinks, AI overview, Short videos, People also ask","informational","SERP Feature"
"奥さん と は","1","1","390","34","0.00","https://life.saisoncard.co.jp/post/c131/","44","0.01","0.00","0.33","118","[67,81,81,81,81,81,100,100,81,100,81,100]","2026-07-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"ヒルトン タイム シェア 後悔","4","4","880","24","0.00","https://life.saisoncard.co.jp/property/post/kwp0009/","44","0.01","0.00","0.33","115","[88,88,100,100,88,88,88,88,72,72,59,72]","2026-07-15","Sitelinks, AI overview, Video, Short videos, Twitter","informational","Organic"
"探偵 相場","1","1","390","15","2.37","https://life.saisoncard.co.jp/post/c2181/","44","0.01","104.00","0.67","106","[100,100,100,81,81,81,81,81,100,81,100,81]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"ジャンボ 宝くじ","16","16","74000","70","0.02","https://life.saisoncard.co.jp/post/c19/","44","0.01","0.00","0.33","107","[20,45,25,30,37,100,67,20,37,25,45,55]","2026-08-29","AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"女 35 歳","1","1","390","26","0.00","https://life.saisoncard.co.jp/post/innocent04/","44","0.01","0.00","0.33","136","[100,100,100,100,81,81,81,67,81,81,81,100]","2026-08-05","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"iphone 反応 しない","4","4","880","19","0.00","https://life.saisoncard.co.jp/post/c261/","44","0.01","0.00","0.01","107","[100,100,88,88,88,88,88,72,88,59,59,59]","2026-07-25","AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"宝くじ 当たる","8","8","9900","58","0.65","https://life.saisoncard.co.jp/post/c19/","44","0.01","28.00","0.02","108","[82,82,82,100,100,100,67,45,55,36,67,45]","2026-08-25","AI overview, Video, Short videos, People also ask","informational","Organic"
"シニア 女性 一人暮らし 生活費","1","1","390","21","0.02","https://life.saisoncard.co.jp/post/c3129/","44","0.01","0.00","0.02","115","[67,82,82,100,82,67,54,44,44,44,24,24]","2026-07-29","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"疲れ た 離婚 したい","4","4","880","17","0.55","https://life.saisoncard.co.jp/post/c905/","44","0.01","24.00","0.15","8870000","[100,100,81,55,81,81,37,16,30,24,13,7]","2026-07-22","Sitelinks, Video, Short videos, People also ask","informational","Organic"
"マイ ナンバーカード は 必要 か","4","4","880","33","0.00","https://life.saisoncard.co.jp/post/c515/","44","0.01","0.00","0.33","109","[68,77,77,100,100,68,55,55,68,45,45,37]","2026-08-04","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"定年 後 の 過ごし 方","4","4","880","17","0.38","https://life.saisoncard.co.jp/post/c2942/","44","0.01","16.00","0.11","115","[88,100,88,72,72,88,88,88,88,72,88,72]","2026-08-29","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"50代女性 楽しみがない","4","4","880","21","0.47","https://life.saisoncard.co.jp/post/c3017/","44","0.01","20.00","0.02","114","[45,45,55,55,55,55,55,77,77,77,100,100]","2026-07-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"親 入院","1","1","390","13","0.00","https://life.saisoncard.co.jp/post/c2915/","44","0.01","0.00","0.33","128","[100,100,100,100,100,82,100,100,100,82,100,100]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","SERP Feature"
"トイレ 黒ずみ 落とし 方","4","4","880","20","1.08","https://life.saisoncard.co.jp/post/c489/","44","0.01","47.00","0.55","19","[30,25,67,54,25,16,16,42,100,37,20,37]","2026-07-22","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"宝くじ 確率","8","8","9900","47","0.00","https://life.saisoncard.co.jp/post/c16/","44","0.01","0.00","0.33","106","[45,45,36,45,45,100,55,30,30,24,36,30]","2026-08-26","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"焼肉 の 匂い 消す 方法 部屋","1","1","390","19","0.00","https://life.saisoncard.co.jp/post/c427/","44","0.01","0.00","0.11","110","[36,54,29,54,81,100,66,36,81,100,100,54]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"iphone 画面 タッチ できない","1","1","390","26","0.01","https://life.saisoncard.co.jp/post/c261/","44","0.01","0.00","0.02","104","[81,100,100,81,44,66,66,54,66,54,66,54]","2026-08-16","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"コンセント 修理 自分 で","1","1","390","16","1.56","https://life.saisoncard.co.jp/post/c1701/","44","0.01","68.00","0.02","174","[67,100,67,54,67,100,100,67,67,81,81,54]","2026-08-11","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","SERP Feature"
"スマホ 暑い","15","15","14800","39","0.04","https://life.saisoncard.co.jp/post/c265/","44","0.01","1.00","0.11","206","[100,82,55,37,16,13,13,16,24,45,82,82]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"iphone 写真 バックアップ","15","15","14800","29","0.20","https://life.saisoncard.co.jp/post/c247/","44","0.01","8.00","0.66","109","[100,100,100,100,82,100,100,82,100,82,82,67]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"結婚 できない 人 特徴","1","1","390","12","0.31","https://life.saisoncard.co.jp/post/c541/","44","0.01","13.00","0.01","137","[44,44,44,44,44,67,100,67,54,54,67,54]","2026-08-11","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"赤ちゃん 体重 増加 計算","1","1","390","25","0.85","https://life.saisoncard.co.jp/post/c728/","44","0.01","37.00","0.03","101","[29,36,66,66,54,66,66,100,81,81,66,81]","2026-08-17","Sitelinks, AI overview, Image, Short videos, People also ask","informational","SERP Feature"
"右手 の 手相","1","1","390","25","0.00","https://life.saisoncard.co.jp/post/c697/","44","0.01","0.00","0","20","[66,66,66,66,54,66,81,100,81,81,66,54]","2026-07-17","Sitelinks, AI overview, Short videos, People also ask","informational","SERP Feature"
"肯定 する","4","4","880","41","0.00","https://life.saisoncard.co.jp/post/saito7/","44","0.01","0.00","0.33","134","[100,88,88,100,88,88,100,88,100,88,88,88]","2026-08-13","AI overview, Video, Short videos, People also ask","informational","Organic"
"強制 シャットダウン スマホ","1","1","390","27","0.00","https://life.saisoncard.co.jp/post/c272/","44","0.01","0.00","0.33","121","[67,81,81,100,100,81,81,67,81,67,67,54]","2026-07-29","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","SERP Feature"
"macbook パスワード 忘れ た 初期 化","3","3","880","27","0.96","https://life.saisoncard.co.jp/post/c225/","44","0.01","42.00","0.01","56","[100,88,88,88,88,88,88,72,100,88,72,48]","2026-07-25","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"宝くじ ネット 購入","16","16","74000","54","0.15","https://life.saisoncard.co.jp/post/c19/","44","0.01","6.00","0.2","0","[45,55,45,55,45,100,67,55,100,45,45,37]","2026-08-29","Sitelinks, Video, Short videos, People also ask","navigational","Organic"
"iphone タップ 反応 しない","1","1","390","18","0.01","https://life.saisoncard.co.jp/post/c261/","44","0.01","0.00","0.02","131","[100,100,100,81,67,54,81,81,81,81,81,67]","2026-08-24","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"インターネット 共有 できない","17","17","14800","27","0.79","https://life.saisoncard.co.jp/post/c256/","44","0.01","34.00","0.33","116","[24,30,37,45,45,67,67,67,82,82,100,82]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"キンモクセイ 剪定 図解","4","4","880","14","0.08","https://life.saisoncard.co.jp/post/c1229/","44","0.01","3.00","0.04","91","[45,24,20,37,100,100,30,24,37,62,100,62]","2026-07-09","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"定年 後 過ごし 方","3","4","880","20","0.38","https://life.saisoncard.co.jp/post/c3065/","44","0.01","16.00","0.11","128","[88,100,88,72,72,88,88,88,88,72,88,72]","2026-08-30","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 線 見方 年齢","1","1","390","18","0.02","https://life.saisoncard.co.jp/post/c698/","44","0.01","0.00","0.02","115","[100,100,100,81,44,44,100,81,67,54,67,67]","2026-08-29","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","SERP Feature"
"宝くじ ネット 購入 当たっ た 人","4","4","4400","50","0.00","https://life.saisoncard.co.jp/post/c19/","44","0.01","0.00","0.33","98","[30,20,16,20,24,100,30,24,30,13,20,13]","2026-08-28","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"グレイヘア と は","2","2","880","29","0.11","https://life.saisoncard.co.jp/post/utr0180/","44","0.01","4.00","0.03","20","[77,68,68,55,55,55,68,77,77,68,100,77]","2026-07-26","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Related searches","informational","Organic"
"手相 見方 右手","3","3","480","20","0.14","https://life.saisoncard.co.jp/post/c697/","43","0.01","6.00","0.01","111","[82,44,67,54,54,44,67,82,82,100,67,82]","2026-07-10","Sitelinks, Image pack, Video, Short videos, People also ask","informational","Organic"
"ライン ブロック 確認 方法","1","1","4400","23","0.00","https://life.saisoncard.co.jp/post/c279/","43","0.01","0.00","0.33","105","[55,67,100,82,100,67,67,55,55,36,67,100]","2026-07-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Related searches","informational","SERP Feature"
"iphone 画面 が 反応 しない","1","1","4400","32","0.02","https://life.saisoncard.co.jp/post/c261/","43","0.01","0.00","0.01","102","[82,82,100,82,82,67,67,67,55,67,67,55]","2026-07-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"アルコール アレルギー チェック リスト","1","1","1900","17","0.00","https://life.saisoncard.co.jp/post/c767/","43","0.01","0.00","0.33","77","[100,100,100,83,66,66,55,45,45,34,45,30]","2026-07-24","Sitelinks, AI overview, Image pack, Short videos, People also ask","informational","SERP Feature"
"占い 8 月","1","1","1900","17","0.00","https://life.saisoncard.co.jp/post/saki54/","43","0.01","0.00","0.33","122","[0,100,82,1,0,0,0,0,0,0,0,0]","2026-07-18","AI overview, Video, Short videos","informational","SERP Feature"
"7777 エンジェルナンバー","1","1","22200","21","0.00","https://life.saisoncard.co.jp/post/saki13/","43","0.01","0.00","0.33","119","[100,100,100,100,82,82,82,100,100,100,100,100]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"ひな祭り 料理 定番","1","1","2900","35","0.00","https://life.saisoncard.co.jp/post/r122/","43","0.01","0.00","0.33","124","[0,0,0,0,0,0,1,4,55,100,1,0]","2026-07-07","AI overview, Image, Image pack, Video, Short videos, People also ask, Popular products","informational","SERP Feature"
"スマホ 強制 終了","1","1","1900","36","0.13","https://life.saisoncard.co.jp/post/c272/","43","0.01","5.00","0.33","20","[100,100,100,79,79,79,79,67,67,67,67,67]","2026-07-24","AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"手相 右手 意味","2","2","480","22","0.00","https://life.saisoncard.co.jp/post/c697/","43","0.01","0.00","0.33","97","[44,44,24,36,54,82,82,67,82,100,82,82]","2026-08-03","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"23 区 家賃 ランキング","3","3","480","35","0.00","https://life.saisoncard.co.jp/post/g112/","43","0.01","0.00","0.01","127","[82,100,100,54,44,54,67,67,100,82,67,54]","2026-07-30","Image pack, Video, Short videos, People also ask","informational","Organic"
"探偵 費用 相場","1","1","480","22","2.08","https://life.saisoncard.co.jp/post/c2181/","43","0.01","89.00","0.71","108","[54,36,44,44,36,54,67,82,100,100,100,100]","2026-08-19","Sitelinks, AI overview, Video, Short videos, People also ask, Ads bottom","informational","Organic"
"妻 と 嫁 の 違い","1","1","480","29","0.00","https://life.saisoncard.co.jp/post/c131/","43","0.01","0.00","0","113","[100,44,44,55,55,67,55,55,44,55,55,100]","2026-08-05","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"android パスワード 忘れ た","1","1","4400","34","0.27","https://life.saisoncard.co.jp/post/c276/","43","0.01","11.00","0.01","131","[81,81,100,81,81,81,81,81,81,100,81,67]","2026-07-13","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Twitter","informational","SERP Feature"
"室内 体力 づくり","1","1","90","19","0.00","https://life.saisoncard.co.jp/post/c403/","42","0.01","0.00","0.08","173","[100,19,19,19,3,2,8,2,3,2,2,2]","2026-07-03","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"会員 制 リゾート ホテル 比較","1","1","90","5","1.67","https://life.saisoncard.co.jp/post/c2928/","42","0.01","70.00","0.25","117","[100,19,44,2,3,2,2,2,3,2,12,2]","2026-07-28","Sitelinks, AI overview, Video, Short videos","informational","Organic"
"ふるさと 納税 いつまで","28","28","60500","42","0.09","https://life.saisoncard.co.jp/post/c2534/","42","0.01","3.00","0.14","108","[3,6,13,9,20,100,16,6,6,3,1,2]","2026-08-26","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"ふるさと 納税 いつまで","30","30","60500","42","0.09","https://life.saisoncard.co.jp/post/c2534/","42","0.01","3.00","0.14","108","[3,6,13,9,20,100,16,6,6,3,1,2]","2026-08-26","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"8888 の 意味","1","1","90","20","0.00","https://life.saisoncard.co.jp/post/saki16/","42","0.01","0.00","0.33","98","[16,6,3,34,16,3,3,3,6,100,81,34]","2026-07-20","Sitelinks, Featured snippet, Short videos, People also ask","informational","Organic"
"植木 の 剪定 相場","1","1","90","11","0.35","https://life.saisoncard.co.jp/post/c750/","42","0.01","14.00","0.51","53","[52,81,100,67,81,52,24,33,24,19,14,10]","2026-07-25","Sitelinks, Featured snippet, Short videos, People also ask","informational","Organic"
"検査 入院 何 日","2","2","590","18","0.00","https://life.saisoncard.co.jp/post/c3059/","41","0.01","0.00","0.33","105","[21,21,39,59,100,100,88,100,88,48,72,48]","2026-07-13","AI overview, Short videos, People also ask","informational","Organic"
"探偵 依頼 料","1","1","320","17","1.80","https://life.saisoncard.co.jp/post/c2181/","41","0.01","73.00","0.66","110","[36,36,36,36,44,66,66,66,66,81,81,100]","2026-07-09","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"60 代 女性 習い事 ランキング","1","1","320","14","0.34","https://life.saisoncard.co.jp/post/c3064/","41","0.01","13.00","0.03","97","[100,81,81,67,44,44,67,67,54,54,35,44]","2026-08-29","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"携帯 強制 終了","1","1","320","27","0.00","https://life.saisoncard.co.jp/post/c272/","41","0.01","0.00","0.01","120","[100,100,100,100,100,81,100,81,81,81,81,81]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"孤独 を 感じる 時","2","2","590","24","0.41","https://life.saisoncard.co.jp/post/c3110/","41","0.01","16.00","0.07","136","[100,82,82,82,24,44,67,67,67,67,67,55]","2026-08-10","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"猫 を 殺す 夢","1","1","320","15","0.00","https://life.saisoncard.co.jp/post/c711/","41","0.01","0.00","0","93","[100,82,82,100,67,100,67,82,82,82,82,100]","2026-08-15","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"トイレ スライド ドア","1","1","320","17","0.00","https://life.saisoncard.co.jp/post/c1326/","41","0.01","0.00","0.41","159","[100,100,81,100,100,100,100,100,81,81,100,81]","2026-08-06","Sitelinks, AI overview, Image, Video, Video Carousel, Short videos, People also ask, Feature_34","informational","Organic"
"固定 資産 税 口座 振替 デメリット","1","1","320","13","0.00","https://life.saisoncard.co.jp/money/post/c1592/","41","0.01","0.00","0.33","107","[16,16,13,8,7,11,16,13,20,100,55,30]","2026-07-21","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"テレビ の 音 うるさい","2","2","590","24","0.04","https://life.saisoncard.co.jp/post/c2219/","41","0.01","1.00","0.08","174","[82,100,82,82,82,82,82,67,82,82,82,82]","2026-08-23","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"奥さん の 呼び 方","1","1","320","27","0.00","https://life.saisoncard.co.jp/post/c131/","41","0.01","0.00","0.33","126","[82,67,82,82,67,82,82,82,82,82,100,82]","2026-08-18","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"奥さん 意味","1","1","320","24","0.00","https://life.saisoncard.co.jp/post/c131/","41","0.01","0.00","0.33","120","[100,100,100,100,100,100,100,100,100,81,81,81]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"体温 を 下げる 食べ物","2","2","590","15","0.00","https://life.saisoncard.co.jp/post/spq0003/","41","0.01","0.00","0.33","118","[100,53,25,17,17,14,11,11,14,17,38,25]","2026-08-18","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"結婚 できる 気 が しない","2","2","590","22","1.84","https://life.saisoncard.co.jp/post/innocent13/","41","0.01","75.00","0.02","20","[100,82,82,82,82,67,55,55,55,67,67,67]","2026-07-25","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"犬 室内 飼い レイアウト","4","4","590","15","0.18","https://life.saisoncard.co.jp/post/c2066/","41","0.01","7.00","0.85","171","[100,82,82,82,67,44,44,67,55,55,55,44]","2026-07-08","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"初回 振込 融資 と は","2","2","590","25","4.76","https://life.saisoncard.co.jp/money/post/c2275/","41","0.01","195.00","0.44","109","[82,100,100,100,100,67,44,54,82,67,54,67]","2026-08-09","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
